all,Longitude,Latitude,Address,latitude,longitude
McDonald's,-87.82,41.89,"624 N Harlem Ave, River Forest, IL 60305",41.89,-87.82
McDonald's,-121.293466,37.920692,"611 W Charter Way, Stockton, CA 95206",37.920692,-121.293466
McDonald's,-121.324129,38.003219,"4515 Pacific Ave, Stockton, CA 95207",38.003219,-121.324129
McDonald's,-121.290719,37.95362,"1049 E March Ln, Stockton, CA 95210",37.95362,-121.290719
McDonald's,-121.365866,38.006728,"3143 W Benjamin Holt Dr, Stockton, CA 95219",38.006728,-121.365866
McDonald's,-121.260253,38.122174,"841 E Kettleman Ln, Lodi, CA 95240",38.122174,-121.260253
McDonald's,-121.289638,38.884667,"270 G St, Lincoln, CA 95648",38.884667,-121.289638
McDonald's,-121.148198,38.670193,"1018 Riley St, Folsom, CA 95630",38.670193,-121.148198
McDonald's,-121.259746,38.655669,"8888 Madison Ave, Fair Oaks, CA 95628",38.655669,-121.259746
McDonald's,-121.229879,38.559422,"11250 White Rock Rd, Rancho Cordova, CA 95742",38.559422,-121.229879
McDonald's,-121.279129,38.604495,"2400 Sunrise Blvd, Gold River, CA 95670",38.604495,-121.279129
McDonald's,-121.279129,38.604495,"10655 Folsom Blvd, Rancho Cordova, CA 95670",38.604495,-121.279129
McDonald's,-121.347731,38.687873,"5301 Elkhorn Blvd, Sacramento, CA 95842",38.687873,-121.347731
McDonald's,-121.364694,38.716813,"7901 Watt Ave, Antelope, CA 95843",38.716813,-121.364694
McDonald's,-121.279129,38.604495,"10355 Folsom Blvd, Rancho Cordova, CA 95670",38.604495,-121.279129
McDonald's,-121.344554,38.66265,"5008 Auburn Blvd, Sacramento, CA 95841",38.66265,-121.344554
McDonald's,-121.329692,38.566279,"3560 Bradshaw Rd, Sacramento, CA 95827",38.566279,-121.329692
McDonald's,-121.406707,38.636459,"4957 Watt Ave, North Highlands, CA 95660",38.636459,-121.406707
McDonald's,-121.383161,38.623431,"4121 Marconi Ave, Sacramento, CA 95821",38.623431,-121.383161
McDonald's,-121.531556,38.494862,"8940 Pocket Rd, Sacramento, CA 95831",38.494862,-121.531556
McDonald's,-121.373753,38.551991,"8901 Folsom Blvd, Sacramento, CA 95826",38.551991,-121.373753
McDonald's,-121.444149,38.47449,"6975 Stockton Blvd, Sacramento, CA 95823",38.47449,-121.444149
McDonald's,-121.383161,38.623431,"2535 Watt Ave, Sacramento, CA 95821",38.623431,-121.383161
McDonald's,-121.444149,38.47449,"4125 Florin Rd, Sacramento, CA 95823",38.47449,-121.444149
McDonald's,-87.85,41.88,"11 N 1st Ave, Maywood, IL 60153",41.88,-87.85
McDonald's,-121.444576,38.534791,"5425 Fruitridge Rd, Sacramento, CA 95820",38.534791,-121.444576
McDonald's,-121.442884,38.64327,"4242 Norwood Ave, Sacramento, CA 95838",38.64327,-121.442884
McDonald's,-121.405309,38.591398,"2320 Fair Oaks Blvd, Sacramento, CA 95825",38.591398,-121.405309
McDonald's,-121.513631,38.639454,"3773 Northgate Blvd, Sacramento, CA 95834",38.639454,-121.513631
McDonald's,-121.440297,38.568613,"5525 Folsom Blvd, Sacramento, CA 95819",38.568613,-121.440297
McDonald's,-121.491374,38.579912,"200 Richards Blvd, Sacramento, CA 95814",38.579912,-121.491374
McDonald's,-121.330093,38.629982,"7329 Fair Oaks Blvd, Carmichael, CA 95608",38.629982,-121.330093
McDonald's,-106.547949,35.321995,"East New Mexico 44, Bernalillo, NM 87004",35.321995,-106.547949
McDonald's,-106.648646,35.084021,"Albuquerque, NM 87101",35.084021,-106.648646
McDonald's,-78.893297,35.362685,"Lillington, NC 27546",35.362685,-78.893297
McDonald's,-79.237669,35.555091,"Steele St, Sanford, NC 27237",35.555091,-79.237669
McDonald's,-78.596877,35.67006,"110 Carillon Dr, Garner, NC 27529",35.67006,-78.596877
McDonald's,-78.806054,35.795497,"4801 NW Cary Pkwy, Cary, NC 27513",35.795497,-78.806054
McDonald's,-84.209002,39.758562,"410 S Main St, Dayton, OH 45402",39.758562,-84.209002
McDonald's,-84.221615,39.673947,"741 E Dixie Dr, Dayton, OH 45449",39.673947,-84.221615
McDonald's,-84.0705,39.528606,"35 S Main St, Waynesville, OH 45068",39.528606,-84.0705
McDonald's,-84.221879,39.558123,"775 W Central Ave, Springboro, OH 45066",39.558123,-84.221879
McDonald's,-84.738906,39.500671,"401 E High St, Oxford, OH 45056",39.500671,-84.738906
McDonald's,-84.609018,39.402857,"1230 Eaton Ave, Hamilton, OH 45013",39.402857,-84.609018
McDonald's,-84.508048,39.400053,"324 N 2nd St, Hamilton, OH 45011",39.400053,-84.508048
McDonald's,-84.653126,38.989037,"8530 Us Highway 42, Florence, KY 41042",38.989037,-84.653126
McDonald's,0.0,0.0,"4999 Houston Rd, Florence, KY 41042",0.0,0.0
McDonald's,-84.275902,39.068909,"870 Eastgate South Dr, Cincinnati, OH 45245",39.068909,-84.275902
McDonald's,-84.540967,38.99991,"Erlanger, KY 41017",38.99991,-84.540967
McDonald's,-84.291501,39.196775,"2930 W Us Highway 22landen, Loveland, OH 45111",39.196775,-84.291501
McDonald's,-84.469665,39.287696,"600 Kemper Commons Cir, Springdale, OH 45246",39.287696,-84.469665
McDonald's,-84.376037,39.288822,"I 275, Sharonville, OH 45241",39.288822,-84.376037
McDonald's,-87.65,41.74,"7601 S Vincennes Ave, Chicago, IL 60620",41.74,-87.65
McDonald's,-84.578744,39.207151,"8339 Colerain Ave, Cincinnati, OH 45239",39.207151,-84.578744
McDonald's,-84.393711,39.206721,"4140 Hunt Rd, Cincinnati, OH 45236",39.206721,-84.393711
McDonald's,0.0,0.0,"413 Martin Luther King Dr E, Cincinnati, OH 45229",0.0,0.0
McDonald's,-84.452411,39.161402,"4524 Montgomery Rd, Norwood, OH 45212",39.161402,-84.452411
McDonald's,-87.75,41.95,"3560 N Cicero Ave, Chicago, IL 60641",41.95,-87.75
McDonald's,-81.954028,40.793179,"State Route 30, Wooster, OH 44691",40.793179,-81.954028
McDonald's,-81.947634,40.801505,"E Bowman St, Wooster, OH 44691",40.801505,-81.947634
McDonald's,-82.606472,41.306211,"11015 Us Highway 250 N, Milan, OH 44846",41.306211,-82.606472
McDonald's,-80.843213,41.237969,"2481 W Market St, Warren, OH 44485",41.237969,-80.843213
McDonald's,-81.385961,40.839029,"3934 Everhard Rd Nw, Canton, OH 44709",40.839029,-81.385961
McDonald's,-81.238445,41.158515,"6134 St, RT 14, Ravenna, OH 44266",41.158515,-81.238445
McDonald's,-81.20594,41.572961,"430 Water St, Chardon, OH 44024",41.572961,-81.20594
McDonald's,-81.334616,41.688515,"5745 Heisley Rd, Mentor, OH 44060",41.688515,-81.334616
McDonald's,-81.348008,41.249401,"9439 State Route 14, Streetsboro, OH 44241",41.249401,-81.348008
McDonald's,-81.622978,41.134339,"3265 W Market St, Fairlawn, OH 44333",41.134339,-81.622978
McDonald's,-81.437122,41.174948,"712 E Steels Corners Rd, Stow, OH 44224",41.174948,-81.437122
McDonald's,-81.830914,41.247525,"1625 Pearl Rd, Brunswick, OH 44212",41.247525,-81.830914
McDonald's,-81.735134,41.314797,"5304 Royalton Rd, North Royalton, OH 44133",41.314797,-81.735134
McDonald's,-81.524451,41.389013,"25640 Miles Rd, Bedford, OH 44146",41.389013,-81.524451
McDonald's,-87.6,41.74,"29 E 87th St, Chicago, IL 60619",41.74,-87.6
McDonald's,-81.560256,41.410885,"5114 Northfield Rd, Maple Heights, OH 44137",41.410885,-81.560256
McDonald's,-81.781467,41.377971,"6421 Pearl Rd, Cleveland, OH 44130",41.377971,-81.781467
McDonald's,-81.702815,41.447466,"3211 Clark Ave, Cleveland, OH 44109",41.447466,-81.702815
McDonald's,-81.690755,41.504747,"8950 Euclib Ave, Cleveland, OH 44101",41.504747,-81.690755
McDonald's,-81.399732,41.62615,"36212 Euclid Avenue, Willoughby, OH 44094",41.62615,-81.399732
McDonald's,-81.736352,41.437251,"4830 Ridge Rd, Cleveland, OH 44144",41.437251,-81.736352
McDonald's,-83.756488,36.61096,"Cumberland Ave, Middlesboro, KY 40965",36.61096,-83.756488
McDonald's,-83.472789,35.408031,"180 Veterans Blvd, Bryson City, NC 28713",35.408031,-83.472789
McDonald's,-83.649176,36.418745,"New Tazewell, TN 37825",36.418745,-83.649176
McDonald's,-83.284304,36.08783,"3624 Roy Messer Hwy, White Pine, TN 37890",36.08783,-83.284304
McDonald's,-84.255264,36.01478,"841 Oak Ridge Tpke, Oak Ridge, TN 37830",36.01478,-84.255264
McDonald's,-83.981759,35.791903,"1030 Hunters Xing, Alcoa, TN 37701",35.791903,-83.981759
McDonald's,-83.92068,35.960584,"Millertown Walmart Inside, Knoxville, TN 37901",35.960584,-83.92068
McDonald's,-85.981903,36.182015,"483 Gordonsville Hwy, Gordonsville, TN 38563",36.182015,-85.981903
McDonald's,-87.036922,35.619781,"110 Bear Creek Pike, Columbia, TN 38401",35.619781,-87.036922
McDonald's,-86.454895,36.385379,"Po Box 350, Gallatin, TN 37066",36.385379,-86.454895
McDonald's,-86.775335,36.003695,"410 Old Hickory Blvd, Brentwood, TN 37027",36.003695,-86.775335
McDonald's,-86.663893,36.165149,"154 McGavock Pike, Nashville, TN 37214",36.165149,-86.663893
McDonald's,-97.963514,29.56341,"14830 Lytle-Somerset Rd, Hondo, TX 78861",29.56341,-97.963514
McDonald's,-87.76,42.0,"5600 N Menard Ave, Chicago, IL 60646",42.0,-87.76
McDonald's,-98.709193,29.816972,"8036 Fm 2673, Canyon Lake, TX 78133",29.816972,-98.709193
McDonald's,-87.87,41.96,"9449 Irving Park Rd, Schiller Park, IL 60176",41.96,-87.87
McDonald's,-98.410757,29.578656,"11482 Perrin Beitel Rd, San Antonio, TX 78217",29.578656,-98.410757
McDonald's,-98.523505,29.423659,"4241 Woodcock Dr, San Antonio, TX 78228",29.423659,-98.523505
McDonald's,-98.522743,29.512693,"9800 Airport Blvd, San Antonio, TX 78216",29.512693,-98.522743
McDonald's,-98.49262,29.534284,"7300 Blanco Rd Ste 302, San Antonio, TX 78216",29.534284,-98.49262
McDonald's,-98.456737,29.488785,"721 San Pedro Ave, San Antonio, TX 78212",29.488785,-98.456737
McDonald's,-98.470464,29.58508,"9151 Fm 78, Converse, TX 78109",29.58508,-98.470464
McDonald's,-81.884646,29.63801,"330 Valley Hi Dr, San Antonio, TX 78227",29.63801,-81.884646
McDonald's,-82.096279,29.943758,"State Highway 16, Saint Augustine, FL 32080",29.943758,-82.096279
McDonald's,-81.825339,30.558729,"1310 Uss Daniel Boone Ave, Kings Bay, GA 31547",30.558729,-81.825339
McDonald's,-81.596584,30.094173,"542361 Us Highway 1, Callahan, FL 32011",30.094173,-81.596584
McDonald's,-81.787852,30.143043,"1625 County Road 210 W, Jacksonville, FL 32259",30.143043,-81.787852
McDonald's,-81.495763,30.349197,"11230 Saint Augustine Rd, Jacksonville, FL 32257",30.349197,-81.495763
McDonald's,-81.587943,30.36525,"7245 Merrill Rd, Jacksonville, FL 32277",30.36525,-81.587943
McDonald's,-81.584655,30.332745,"5000 Highway Ave, Jacksonville, FL 32254",30.332745,-81.584655
McDonald's,-81.754763,28.001886,"3828 Bee Ridge Rd, Sarasota, FL 34233",28.001886,-81.754763
McDonald's,-81.776808,27.75154,"787 S Washington Blvd, Sarasota, FL 34236",27.75154,-81.776808
McDonald's,-87.65,41.67,"12700 S Ashland Ave, Calumet Park, IL 60827",41.67,-87.65
McDonald's,-82.522064,27.4031,"3511 Fruitville Rd, Sarasota, FL 34237",27.4031,-82.522064
McDonald's,-87.96,41.84,"2111 Midwest Rd, Oak Brook, IL 60523",41.84,-87.96
McDonald's,-87.94,41.89,"920 N York St, Elmhurst, IL 60126",41.89,-87.94
McDonald's,-82.518568,27.446237,"8164 N Tamiami Trl, Sarasota, FL 34243",27.446237,-82.518568
McDonald's,-81.953831,28.137163,"2835 S Florida Ave, Lakeland, FL 33803",28.137163,-81.953831
McDonald's,-82.718034,27.75781,"650 150th Ave, Madeira Beach, FL 33708",27.75781,-82.718034
McDonald's,-82.128945,28.017052,"2909 Us Highway 19, Tarpon Springs, FL 34691",28.017052,-82.128945
McDonald's,-82.760148,27.852181,"Desoto Sq Mall, Bradenton, FL 34201",27.852181,-82.760148
McDonald's,-82.63932,27.77132,"1250 Bay Ave, Clearwater, FL 33756",27.77132,-82.63932
McDonald's,-87.62,41.89,"2001 W Chgo Ave, Chicago, IL 60601",41.89,-87.62
McDonald's,-87.62,41.89,"Ohare International Airport, Chicago, IL 60601",41.89,-87.62
McDonald's,-82.769856,28.025668,"539 N Missouri Ave, Clearwater, FL 33755",28.025668,-82.769856
McDonald's,-82.745093,27.973762,"27643 State Road 54, Wesley Chapel, FL 33543",27.973762,-82.745093
McDonald's,-82.769856,28.025668,"7695 Ulmerton Rd, Largo, FL 33771",28.025668,-82.769856
McDonald's,-82.745881,28.002064,"5170 Park Blvd, Pinellas Park, FL 33781",28.002064,-82.745881
McDonald's,-82.683677,27.891461,"7001 19th Way N, Saint Petersburg, FL 33702",27.891461,-82.683677
McDonald's,-111.748894,33.3638,"Sun City West, AZ 85375",33.3638,-111.748894
McDonald's,-111.759847,33.317562,"16252 N 138th Ln, Surprise, AZ 85374",33.317562,-111.759847
McDonald's,-87.95,41.95,"1100 W Irving Park Rd, Bensenville, IL 60106",41.95,-87.95
McDonald's,-111.748894,33.3638,"6535 W Happy Valley Rd, Peoria, AZ 85310",33.3638,-111.748894
McDonald's,-111.830879,33.315759,"7017 N Litchfield Rd, Luke Afb, AZ 85307",33.315759,-111.830879
McDonald's,-111.841212,33.3879,"3111 W Chandler Blvd, Chandler, AZ 85226",33.3879,-111.841212
McDonald's,-111.923614,33.3051,"1460 W Southern Ave, Mesa, AZ 85202",33.3051,-111.923614
McDonald's,-112.257069,33.531768,"5060 W Cactus Rd, Phoenix, AZ 85304",33.531768,-112.257069
McDonald's,-111.932191,33.428101,"Po Box 4910, Scottsdale, AZ 85261",33.428101,-111.932191
McDonald's,-112.122879,33.513019,"2321 W Bethany Home Rd, Phoenix, AZ 85015",33.513019,-112.122879
McDonald's,-112.090337,33.450905,"6005 S Central Ave, Phoenix, AZ 85042",33.450905,-112.090337
McDonald's,-88.01,41.76,"809 Plainfield Rd, Downers Grove, IL 60516",41.76,-88.01
McDonald's,-112.030193,33.702534,"1733 W van Buren St, Phoenix, AZ 85007",33.702534,-112.030193
McDonald's,-112.22067,33.528107,"24 St & Osborn, Phoenix, AZ 85001",33.528107,-112.22067
McDonald's,-112.176934,33.62284,"3848 W Pinnacle Peak Rd, Phoenix, AZ 85310",33.62284,-112.176934
McDonald's,-93.858573,45.17614,"I-94, Monticello, MN 55362",45.17614,-93.858573
McDonald's,-92.985798,45.269846,"141 Bridge Ave W, Delano, MN 55328",45.269846,-92.985798
McDonald's,-93.49725,44.776722,"13020 Riverdale Dr NW, Minneapolis, MN 55448",44.776722,-93.49725
McDonald's,-93.252029,45.158779,"3231 Northdale Blvd NW, Coon Rapids, MN 55448",45.158779,-93.252029
McDonald's,-93.273599,44.76771,"2410 W Industrial Blvd, Long Lake, MN 55356",44.76771,-93.273599
McDonald's,-93.49725,44.776722,"14200 Grand Ave, Burnsville, MN 55337",44.776722,-93.49725
McDonald's,-93.580856,44.900372,"9530 Black Oaks Ln N, Maple Grove, MN 55311",44.900372,-93.580856
McDonald's,-87.79,41.58,"15920 Harlem Ave, Tinley Park, IL 60477",41.58,-87.79
McDonald's,-93.011181,45.080369,"8101 Old Carriage Ct, Shakopee, MN 55379",45.080369,-93.011181
McDonald's,-93.208004,45.171149,"822 Highway 55, Hamel, MN 55340",45.171149,-93.208004
McDonald's,-93.301244,45.187199,"1759 Weir Dr, Saint Paul, MN 55125",45.187199,-93.301244
McDonald's,-88.0,42.01,"2010 E Higgins Rd, Elk Grove Village, IL 60007",42.01,-88.0
McDonald's,-93.038072,44.84173,"2730 Minnehaha Ave E, Maplewood, MN 55119",44.84173,-93.038072
McDonald's,-93.003154,44.951936,"2935 Southlawn Dr, Maplewood, MN 55109",44.951936,-93.003154
McDonald's,-93.432813,44.86231,"7088 E Fish Lake Rd, Osseo, MN 55311",44.86231,-93.432813
McDonald's,-93.526839,44.964949,"9000 85th Ave N, Brooklyn Park, MN 55445",44.964949,-93.526839
McDonald's,-88.07,41.9,"3S010 Route 53, Glen Ellyn, IL 60137",41.9,-88.07
McDonald's,-87.95,41.61,"14298 S Bell Rd, Homer Glen, IL 60491",41.61,-87.95
McDonald's,-93.136637,44.804584,"850 County Road E E, Vadnais Heights, MN 55127",44.804584,-93.136637
McDonald's,-93.377549,45.110569,"1351 Town Centre Dr, Saint Paul, MN 55123",45.110569,-93.377549
McDonald's,-93.378233,45.061039,"1995 Silver Bell Rd, Saint Paul, MN 55122",45.061039,-93.378233
McDonald's,-93.101587,44.90203,"7685 W Broadway Ave, Minneapolis, MN 55428",44.90203,-93.101587
McDonald's,-93.091828,44.951331,"1480 85th Ave N, Minneapolis, MN 55444",44.951331,-93.091828
McDonald's,-93.433603,44.957503,"2020 Dodd Rd, Saint Paul, MN 55120",44.957503,-93.433603
McDonald's,-93.091828,44.951331,"Saint Paul, MN 55101",44.951331,-93.091828
McDonald's,-93.091828,44.951331,"4637 Shady Oak Rd S, Hopkins, MN 55343",44.951331,-93.091828
McDonald's,-93.38215,45.007216,"1313 County Road E W, Saint Paul, MN 55112",45.007216,-93.38215
McDonald's,-93.171974,44.91298,"1168 Silver Lake Rd NW, New Brighton, MN 55112",44.91298,-93.171974
McDonald's,-93.161754,44.9539,"6320 W Lake St, Minneapolis, MN 55416",44.9539,-93.161754
McDonald's,-93.302252,45.027585,"2075 Snelling Ave N, Saint Paul, MN 55113",45.027585,-93.302252
McDonald's,-93.197401,44.96532,"5200 Excelsior Blvd, Minneapolis, MN 55416",44.96532,-93.197401
McDonald's,-87.66,41.56,"17740 Halsted St, Homewood, IL 60430",41.56,-87.66
McDonald's,-93.29827,44.9986,"2213 University Ave W, Saint Paul, MN 55114",44.9986,-93.29827
McDonald's,-93.230213,44.978074,"2929 Hennepin Ave, Minneapolis, MN 55408",44.978074,-93.230213
McDonald's,-92.938051,44.830823,"Minneapolis, MN 55401",44.830823,-92.938051
McDonald's,-87.75,42.11,"858 Green Bay Rd, Winnetka, IL 60093",42.11,-87.75
McDonald's,-73.363339,42.193255,"7355 W Point Douglas Rd S, Cottage Grove, MN 55016",42.193255,-73.363339
McDonald's,-73.453889,41.392592,"26 Sutton Ave, Oxford, MA 01540",41.392592,-73.453889
McDonald's,-73.131906,41.197266,"Berkshire Shopping Ctr, Danbury, CT 06810",41.197266,-73.131906
McDonald's,-71.958331,42.13906,"5065 Main St, Trumbull, CT 06611",42.13906,-71.958331
McDonald's,-71.969764,42.134705,"2 Coogan Blvd, Mystic, CT 06355",42.134705,-71.969764
McDonald's,-73.101659,41.247825,"94 Char, Charlton, MA 01507",41.247825,-73.101659
McDonald's,-73.057314,41.225019,"411 Barnum Avenue Stratford Sq, Stratford, CT 06614",41.225019,-73.057314
McDonald's,-73.206135,41.334161,"561 Long Hill Rd, Groton, CT 06340",41.334161,-73.206135
McDonald's,-71.883205,41.844648,"178 Federal Rd, Brookfield, CT 06804",41.844648,-71.883205
McDonald's,-71.885004,41.804039,"406 Colman St, New London, CT 06320",41.804039,-71.885004
McDonald's,-73.089629,41.323445,"95 River Rd, Lisbon, CT 06351",41.323445,-73.089629
McDonald's,-73.089629,41.323445,"3 Chesterfield Rd, East Lyme, CT 06333",41.323445,-73.089629
McDonald's,-72.375724,41.28832,"Canaan, CT 06018",41.28832,-72.375724
McDonald's,-88.03,42.08,"2580 Golf Rd, Rolling Meadows, IL 60008",42.08,-88.03
McDonald's,-72.875951,41.277255,"538 Norwich New London Tpke, Montville, CT 06353",41.277255,-72.875951
McDonald's,-72.811269,41.2817,"687 Main St, East Haven, CT 06512",41.2817,-72.811269
McDonald's,-72.095329,41.548955,"108 W Main St, Clinton, CT 06413",41.548955,-72.095329
McDonald's,-72.901664,41.383965,"Connecticut Tpke, Madison, CT 06443",41.383965,-72.901664
McDonald's,-72.86102,41.387833,"1460 Memorial Dr, Chicopee, MA 01020",41.387833,-72.86102
McDonald's,-72.450279,42.12122,"50 Holyoke St, Holyoke, MA 01040",42.12122,-72.450279
McDonald's,-72.860661,41.380666,"7 Wellfleet Dr, Ludlow, MA 01095",41.380666,-72.860661
McDonald's,-73.119393,41.604893,"182 N Elm St, Westfield, MA 01085",41.604893,-73.119393
McDonald's,-72.562717,42.126282,"352 Riverdale St, West Springfield, MA 01089",42.126282,-72.562717
McDonald's,-73.013709,41.529805,"45 Thomaston Ave, Waterbury, CT 06702",41.529805,-73.013709
McDonald's,-72.623498,42.105568,"1464 Main St, Willimantic, CT 06226",42.105568,-72.623498
McDonald's,-72.983248,41.546158,"89 W Stafford Rd, Stafford Springs, CT 06076",41.546158,-72.983248
McDonald's,-73.034379,41.57411,"530 Reidville Dr, Waterbury, CT 06705",41.57411,-73.034379
McDonald's,-72.594139,41.999734,"1858 E Main St, Torrington, CT 06790",41.999734,-72.594139
McDonald's,-72.77157,42.053629,"34 Enfield St, Enfield, CT 06082",42.053629,-72.77157
McDonald's,-72.594139,41.999734,"Taylor Rd, Enfield, CT 06082",41.999734,-72.594139
McDonald's,-72.826369,41.51832,"585 Hazard Ave, Enfield, CT 06082",41.51832,-72.826369
McDonald's,-72.94619,41.674498,"80 N Main St Bldg MCD, Bristol, CT 06010",41.674498,-72.94619
McDonald's,-88.04,41.59,"1039 E 9th St, Lockport, IL 60441",41.59,-88.04
McDonald's,-72.649839,41.56266,"321 Main St, Bristol, CT 06010",41.56266,-72.649839
McDonald's,-72.829034,41.955158,"74 Reservoir Rd, Vernon, CT 06066",41.955158,-72.829034
McDonald's,-72.94619,41.674498,"9 Bank St, Granby, CT 06035",41.674498,-72.94619
McDonald's,-87.61,41.51,"19767 S Halsted St, Chicago Heights, IL 60411",41.51,-87.61
McDonald's,-72.651639,41.59863,"Canton, CT 06019",41.59863,-72.651639
McDonald's,-72.651639,41.59863,"195 Ella T Grasso Tpke, Windsor Locks, CT 06096",41.59863,-72.651639
McDonald's,-72.448674,41.867455,"125 Berlin Rd, Cromwell, CT 06416",41.867455,-72.448674
McDonald's,-72.887906,41.758893,"89 Talcottville Rd, Vernon Rockville, CT 06066",41.758893,-72.887906
McDonald's,-72.868253,41.671118,"1799 Farmington Ave, Unionville, CT 06085",41.671118,-72.868253
McDonald's,-72.556187,41.834203,"22 Albany Tpke, Simsbury, CT 06092",41.834203,-72.556187
McDonald's,-72.556187,41.834203,"Route 5 John Fitch Blvd, South Windsor, CT 06074",41.834203,-72.556187
McDonald's,-72.644149,41.85076,"273 Cottage Grove Rd, Bloomfield, CT 06002",41.85076,-72.644149
McDonald's,-72.694296,41.763209,"76 Brainard Rd, Hartford, CT 06114",41.763209,-72.694296
McDonald's,-72.694296,41.763209,"1303 Albany Ave, Hartford, CT 06112",41.763209,-72.694296
McDonald's,-72.674069,41.763325,"172 Washington St, Hartford, CT 06106",41.763325,-72.674069
McDonald's,-73.073981,41.394897,"150 Gold Star Hwy, Groton, CT 06340",41.394897,-73.073981
McDonald's,-72.594139,41.999734,"97 Elm St, Enfield, CT 06082",41.999734,-72.594139
