name,description,latitude,longitude
"KFC-Carthage,TX",,32.15852,-94.35608
"KFC-Cedar Hill,TX",,32.59718,-96.94151
"KFC-Cedar Park,TX",,30.48162,-97.83121
"KFC-Cedar Park,TX",,30.52126,-97.83025
"KFC-Center,TX",,31.81309,-94.1958
"KFC-Cleburne,TX",,32.34033,-97.40908
"KFC-College Station,TX",,30.60728,-96.30883
"KFC-Conroe,TX",,30.33306,-95.48038
"KFC-Coppell,TX",,32.96803,-96.99387
"KFC-Copperas Cove,TX",,31.12057,-97.8793
"KFC-Corinth,TX",,33.13044,-97.04255
"KFC-Corpus Christi,TX",,27.84508,-97.58538
"KFC-Corpus Christi,TX",,27.76569,-97.40321
"KFC-Corpus Christi,TX",,27.68483,-97.38295
"KFC-Corpus Christi,TX",,27.52515,-97.26134
"KFC-Corsicana,TX",,32.08744,-96.47141
"KFC-Crosby,TX",,29.8871,-95.0634
"KFC-Cypress,TX",,29.87974,-95.71594
"KFC-Dallas,TX",,32.66282,-96.87576
"KFC-Dallas,TX",,32.90981,-96.85825
"KFC-Dallas,TX",,32.74974,-96.85706
"KFC-Dallas,TX",,32.77901,-96.85677
"KFC-Dallas,TX",,32.69684,-96.83984
"KFC-Dallas,TX",,32.72019,-96.82315
"KFC-Dallas,TX",,32.93925,-96.81927
"KFC-Dallas,TX",,32.81683,-96.81162
"KFC-Dallas,TX",,32.69341,-96.7739
"KFC-Dallas,TX",,32.951,-96.76988
"KFC-Dallas,TX",,32.90941,-96.76786
"KFC-Dallas,TX",,32.83634,-96.76035
"KFC-Dallas,TX",,32.85637,-96.74886
"KFC-Dallas,TX",,32.90936,-96.73408
"KFC-Dallas,TX",,32.79193,-96.70158
"KFC-Dallas,TX",,32.74284,-96.68307
"KFC-Dallas,TX",,32.85031,-96.68224
"KFC-Dallas,TX",,32.70281,-96.58809
"KFC-Dallas,TX",,32.88607,-97.03919
"KFC-Dallas,TX",,32.61441,-96.89127
"KFC-Del Rio,TX",,29.37696,-100.90315
"KFC-Denison,TX",,33.75908,-96.59061
"KFC-Denton,TX",,33.23067,-97.13497
"KFC-Denton,TX",,33.19694,-97.12424
"KFC-Desoto,TX",,32.60513,-96.82354
"KFC-Dickinson,TX",,29.44927,-95.07639
"KFC-Dumas,TX",,35.84908,-101.97321
"KFC-Duncanville,TX",,32.65005,-96.9259
"KFC-Eagle Pass,TX",,28.70626,-100.48782
"KFC-Edinburg,TX",,26.3226,-98.14767
"KFC-Edna,TX",,28.97813,-96.64617
"KFC-El Campo,TX",,29.21464,-96.28433
"KFC-El Paso,TX",,31.84044,-106.57451
"KFC-El Paso,TX",,31.83134,-106.53118
"KFC-El Paso,TX",,31.75514,-106.48765
"KFC-El Paso,TX",,31.77868,-106.45078
"KFC-El Paso,TX",,31.87788,-106.42257
"KFC-El Paso,TX",,31.78698,-106.39578
"KFC-El Paso,TX",,31.72842,-106.34903
"KFC-El Paso,TX",,31.7619,-106.355
"KFC-El Paso,TX",,31.70591,-106.31873
"KFC-El Paso,TX",,31.76911,-106.30115
"KFC-El Paso,TX",,31.76056,-106.27216
"KFC-Elgin,TX",,30.33752,-97.37259
"KFC-Ennis,TX",,32.33184,-96.61879
"KFC-Euless,TX",,32.83743,-97.08111
"KFC-Fairfield,TX",,31.71349,-96.17802
"KFC-Fort Stockton,TX",,30.89746,-102.90321
"KFC-Fort Worth,TX",,32.76144,-97.48233
"KFC-Fort Worth,TX",,32.6604,-97.40296
"KFC-Fort Worth,TX",,32.78361,-97.37999
"KFC-Fort Worth,TX",,32.65035,-97.37052
"KFC-Fort Worth,TX",,32.70459,-97.34917
"KFC-Fort Worth,TX",,32.777,-97.28916
"KFC-Fort Worth,TX",,32.68416,-97.28261
"KFC-Fort Worth,TX",,32.76565,-97.21637
"KFC-Fort Worth,TX",,32.84054,-97.3427
"KFC-Friendswood,TX",,29.51078,-95.18689
"KFC-Frisco,TX",,33.14133,-96.80441
"KFC-Gainesville,TX",,33.64206,-97.12785
"KFC-Garland,TX",,32.93045,-96.64883
"KFC-Garland,TX",,32.84458,-96.59525
"KFC-Georgetown,TX",,30.64633,-97.68047
"KFC-Gilmer,TX",,32.73191,-94.94281
"KFC-Granbury,TX",,32.44565,-97.7467
"KFC-Grand Prairie,TX",,32.78525,-97.06099
"KFC-Grand Prairie,TX",,32.67866,-97.04287
"KFC-Grand Prairie,TX",,32.70926,-97.00648
"KFC-Greenville,TX",,33.11,-96.10964
"KFC-Gun Barrel City,TX",,32.3309,-96.12867
"KFC-Haltom City,TX",,32.86063,-97.28788
"KFC-Harlingen,TX",,26.1916,-97.67987
"KFC-Henderson,TX",,32.14943,-94.78744
"KFC-Hereford,TX",,34.81154,-102.40498
"KFC-Hillsboro,TX",,32.00951,-97.09677
"KFC-Houston,TX",,29.87778,-95.64517
"KFC-Houston,TX",,29.77029,-95.60196
"KFC-Houston,TX",,29.73602,-95.60052
"KFC-Houston,TX",,29.93344,-95.5843
"KFC-Houston,TX",,29.99689,-95.58116
"KFC-Houston,TX",,29.68944,-95.55605
"KFC-Houston,TX",,29.82191,-95.54548
"KFC-Houston,TX",,29.85191,-95.50803
"KFC-Houston,TX",,29.71553,-95.49821
"KFC-Houston,TX",,29.92242,-95.49754
"KFC-Houston,TX",,29.7378,-95.49686
"KFC-Houston,TX",,29.98856,-95.49686
"KFC-Houston,TX",,29.80297,-95.48527
"KFC-Houston,TX",,30.01388,-95.45096
"KFC-Houston,TX",,29.61356,-95.4385
"KFC-Houston,TX",,29.70599,-95.41151
"KFC-Houston,TX",,29.74501,-95.4105
"KFC-Houston,TX",,29.86967,-95.40984
"KFC-Houston,TX",,29.81111,-95.39941
"KFC-Houston,TX",,29.82852,-95.3766
"KFC-Houston,TX",,29.70223,-95.36396
"KFC-Houston,TX",,29.65797,-95.35531
"KFC-Houston,TX",,29.7996,-95.31719
"KFC-Houston,TX",,29.69945,-95.29547
"KFC-Houston,TX",,29.85025,-95.26306
"KFC-Houston,TX",,29.77431,-95.21687
"KFC-Houston,TX",,29.60275,-95.21216
"KFC-Houston,TX",,29.77247,-95.18677
"KFC-Houston,TX",,29.80728,-95.16971
"KFC-Houston,TX",,29.57853,-95.1217
"KFC-Houston,TX",,29.54796,-95.09891
"KFC-Houston,TX",,29.62327,-95.22661
"KFC-Houston,TX",,29.64061,-95.24214
"KFC-Houston,TX",,29.68168,-95.42474
"KFC-Houston,TX",,29.72485,-95.36294
"KFC-Houston,TX",,29.90273,-95.31691
"KFC-Houston,TX",,29.77578,-95.38153
"KFC-Houston,TX",,29.76046,-95.36979
"KFC-Houston,TX",,29.78924,-95.7188
"KFC-Houston,TX",,29.91725,-95.40552
"KFC-Houston,TX",,29.93648,-95.51558
"KFC-Houston,TX",,29.76046,-95.36979
"KFC-Houston,TX",,29.66493,-95.23931
"KFC-Humble,TX",,29.99928,-95.22976
"KFC-Humble,TX",,29.99816,-95.16874
"KFC-Irving,TX",,32.84662,-96.99259
"KFC-Irving,TX",,32.83194,-96.97669
"KFC-Irving,TX",,32.91837,-96.95833
"KFC-Jacksonville,TX",,31.96232,-95.26968
"KFC-Katy,TX",,29.769,-95.75191
"KFC-Katy,TX",,29.78772,-95.8233
"KFC-Kaufman,TX",,32.5897,-96.31098
"KFC-Keller,TX",,32.8987,-97.2579
"KFC-Kerrville,TX",,30.05025,-99.1376
"KFC-Kilgore,TX",,32.39016,-94.86543
"KFC-Killeen,TX",,31.11009,-97.71721
"KFC-Kingsville,TX",,27.5136,-97.856
"KFC-Kingwood,TX",,30.05029,-95.23013
"KFC-Kyle,TX",,30.00949,-97.8622
"KFC-La Marque,TX",,29.36949,-94.9717
"KFC-La Porte,TX",,29.65251,-95.0248
"KFC-Lacy Lakeview,TX",,31.60363,-97.10483
"KFC-Lake Jackson,TX",,29.04794,-95.45806
"KFC-Lamesa,TX",,32.73663,-101.95146
"KFC-Laredo,TX",,27.50894,-99.50411
"KFC-Laredo,TX",,27.50672,-99.4724
"KFC-Laredo,TX",,27.53092,-99.50199
"KFC-League City,TX",,29.50356,-95.11178
"KFC-League City,TX",,29.50624,-95.04061
"KFC-Levelland,TX",,33.57945,-102.36779
"KFC-Lewisville,TX",,33.07173,-97.05442
"KFC-Lewisville,TX",,33.04204,-97.03265
"KFC-Lewisville,TX",,33.04719,-96.99593
"KFC-Liberty,TX",,30.05673,-94.79787
"KFC-Lindale,TX",,32.51612,-95.40979
"KFC-Little Elm,TX",,33.17814,-96.86768
"KFC-Longview,TX",,32.53985,-94.74574
"KFC-Longview,TX",,32.44234,-94.71837
"KFC-Lubbock,TX",,33.5777,-101.95495
"KFC-Lubbock,TX",,33.54869,-101.92259
"KFC-Lubbock,TX",,33.52309,-101.92222
"KFC-Lubbock,TX",,33.59991,-101.87052
"KFC-Lubbock,TX",,33.52239,-101.87052
"KFC-Lubbock,TX",,33.57771,-101.8639
"KFC-Lubbock,TX",,33.54895,-101.84774
"KFC-Lubbock,TX",,33.59244,-101.85587
"KFC-Lufkin,TX",,31.33447,-94.71904
"KFC-Magnolia,TX",,30.22318,-95.56116
"KFC-Magnolia,TX",,30.21841,-95.74046
"KFC-Mansfield,TX",,32.59326,-97.15026
"KFC-Marble Falls,TX",,30.6102,-98.26669
"KFC-Marshall,TX",,36.79467,-88.3357
"KFC-McAllen,TX",,26.20741,-98.22934
"KFC-McKinney,TX",,33.16808,-96.6624
"KFC-McKinney,TX",,33.21701,-96.63961
"KFC-Mesquite,TX",,32.82255,-96.64465
"KFC-Mesquite,TX",,32.76782,-96.62421
"KFC-Mesquite,TX",,32.79345,-96.61192
"KFC-Midland,TX",,32.00356,-102.13731
"KFC-Midland,TX",,32.03605,-102.13033
"KFC-Midland,TX",,32.02059,-102.08081
"KFC-Midlothian,TX",,32.47647,-96.98138
"KFC-Mineral Wells,TX",,32.80931,-98.09067
"KFC-Mission,TX",,26.22519,-98.35614
"KFC-Missouri City,TX",,29.59539,-95.52688
"KFC-Mt Pleasant,TX",,33.14737,-94.96857
"KFC-Nacogdoches,TX",,31.63101,-94.65278
"KFC-New Boston,TX",,33.47182,-94.40916
"KFC-New Braunfels,TX",,29.68781,-98.12654
"KFC-North Richland Hills,TX",,32.85051,-97.23878
"KFC-Odessa,TX",,31.85381,-102.39357
"KFC-Odessa,TX",,31.87647,-102.32845
"KFC-Palestine,TX",,31.75324,-95.6491
"KFC-Pampa,TX",,35.56072,-100.97206
"KFC-Paris,TX",,33.64909,-95.51949
"KFC-Pasadena,TX",,29.65006,-95.16055
"KFC-Pasadena,TX",,29.66364,-95.13426
"KFC-Pasadena,TX",,29.66512,-95.19474
"KFC-Pasadena,TX",,29.69077,-95.21912
"KFC-Pearland,TX",,29.56454,-95.28627
"KFC-Pearland,TX",,29.55091,-95.25685
"KFC-Pharr,TX",,26.19479,-98.18322
"KFC-Plainview,TX",,34.18416,-101.72575
"KFC-Plano,TX",,33.09499,-96.79709
"KFC-Plano,TX",,33.05892,-96.77071
"KFC-Plano,TX",,33.00336,-96.76803
"KFC-Plano,TX",,33.02002,-96.73349
"KFC-Plano,TX",,33.06978,-96.71001
"KFC-Plano,TX",,33.01814,-96.68316
"KFC-Port Arthur,TX",,29.9321,-93.92836
"KFC-Port Arthur,TX",,43.95953,-84.69646
"KFC-Portland,TX",,27.89077,-97.31122
"KFC-Richardson,TX",,32.97566,-96.71971
"KFC-Richardson,TX",,32.94509,-96.69205
"KFC-Rockport,TX",,28.04015,-97.04264
"KFC-Rosenberg,TX",,29.5592,-95.79026
"KFC-Round Rock,TX",,30.50902,-97.67722
"KFC-Round Rock,TX",,30.48271,-97.65739
"KFC-Rowlett,TX",,32.90734,-96.56776
"KFC-Royse City,TX",,32.97496,-96.33309
"KFC-San Angelo,TX",,31.44272,-100.44225
"KFC-San Antonio,TX",,29.48232,-98.6622
"KFC-San Antonio,TX",,29.41769,-98.65331
"KFC-San Antonio,TX",,29.5191,-98.63686
"KFC-San Antonio,TX",,29.45263,-98.62986
"KFC-San Antonio,TX",,29.51934,-98.57288
"KFC-San Antonio,TX",,29.43095,-98.55504
"KFC-San Antonio,TX",,29.35648,-98.53466
"KFC-San Antonio,TX",,29.50853,-98.49944
"KFC-San Antonio,TX",,29.60914,-98.47114
"KFC-San Antonio,TX",,29.57804,-98.44138
"KFC-San Antonio,TX",,29.36472,-98.44009
"KFC-San Antonio,TX",,29.51907,-98.41111
"KFC-San Antonio,TX",,29.51041,-98.38965
"KFC-San Antonio,TX",,29.56916,-98.38362
"KFC-San Antonio,TX",,29.43784,-98.38136
"KFC-San Antonio,TX",,29.48416,-98.35364
"KFC-San Antonio,TX",,29.39836,-98.44782
"KFC-San Antonio,TX",,29.40361,-98.62898
"KFC-San Antonio,TX",,29.55095,-98.51195
"KFC-San Antonio,TX",,29.56485,-98.58639
"KFC-San Benito,TX",,26.14456,-97.63475
"KFC-San Marcos,TX",,29.87961,-97.92633
"KFC-Santa Fe,TX",,29.37019,-95.08184
"KFC-Schertz,TX",,29.59876,-98.28008
"KFC-Seabrook,TX",,29.57041,-95.02674
"KFC-Seagoville,TX",,32.64562,-96.53511
"KFC-Sealy,TX",,29.76215,-96.15567
"KFC-Sherman,TX",,33.64331,-96.61148
"KFC-Sherman,TX",,33.59262,-96.60536
"KFC-Silsbee,TX",,30.34232,-94.18196
"KFC-South Padre Island,TX",,26.10751,-97.16875
"KFC-Southlake,TX",,32.94109,-97.11606
"KFC-Spring,TX",,30.04095,-95.48905
"KFC-Spring,TX",,30.08456,-95.41928
"KFC-Stafford,TX",,29.64032,-95.581
"KFC-Stephenville,TX",,32.20436,-98.23724
"KFC-Sugar Land,TX",,29.59081,-95.60072
"KFC-Sugar Land,TX",,29.62744,-95.5978
"KFC-Temple,TX",,31.1011,-97.35783
"KFC-Terrell,TX",,32.73908,-96.29114
"KFC-Texarkana,TX",,33.436,-94.07996
"KFC-Texas City,TX",,29.3952,-94.93909
"KFC-The Colony,TX",,33.07938,-96.89259
"KFC-The Woodlands,TX",,30.15727,-95.4619
"KFC-The Woodlands,TX",,30.12717,-95.4539
"KFC-Tyler,TX",,32.36698,-95.32581
"KFC-Tyler,TX",,32.27454,-95.30693
"KFC-Tyler,TX",,32.31053,-95.27354
"KFC-Universal City,TX",,29.54495,-98.28877
"KFC-Vernon,TX",,34.16098,-99.31105
"KFC-Victoria,TX",,28.80611,-96.99403
"KFC-Waco,TX",,31.53022,-97.18459
"KFC-Waxahachie,TX",,32.41707,-96.84109
"KFC-Weatherford,TX",,32.74975,-97.79767
"KFC-Wharton,TX",,29.32293,-96.09798
"KFC-White Oak,TX",,32.52042,-94.86079
"KFC-Wichita Falls,TX",,33.95115,-98.52655
"KFC-Wylie,TX",,33.00953,-96.54317
"KFC-Bountiful,UT",,40.88431,-111.89202
"KFC-Clearfield,UT",,41.12247,-112.02621
"KFC-Layton,UT",,41.07139,-111.97766
"KFC-Logan,UT",,41.64383,-111.84025
"KFC-Salt Lake City,UT",,40.66749,-111.94012
"KFC-Salt Lake City,UT",,40.68719,-111.8884
"KFC-Salt Lake City,UT",,40.62648,-111.83417
"KFC-Sandy,UT",,40.58081,-111.87327
"KFC-Spanish Fork,UT",,40.12297,-111.65474
"KFC-West Valley,UT",,40.69648,-111.98373
"KFC-Abingdon,VA",,36.69366,-82.01244
"KFC-Alexandria,VA",,38.81769,-77.1419
"KFC-Alexandria,VA",,38.77206,-77.13611
"KFC-Alexandria,VA",,38.75316,-77.08291
"KFC-Altavista,VA",,37.11554,-79.28052
"KFC-Annandale,VA",,38.83187,-77.20261
"KFC-Arlington,VA",,38.89651,-77.12775
"KFC-Arlington,VA",,38.8714,-77.10201
"KFC-Ashburn,VA",,39.0232,-77.47975
"KFC-Ashland,VA",,37.75855,-77.46617
"KFC-Baileys Crossroads,VA",,38.85114,-77.12697
"KFC-Bedford,VA",,37.3294,-79.51031
"KFC-Big Stone Gap,VA",,36.86842,-82.77288
"KFC-Blacksburg,VA",,37.23411,-80.43293
"KFC-Bristol,VA",,36.62487,-82.15989
"KFC-Burke,VA",,38.79488,-77.26999
"KFC-Chantilly,VA",,38.89359,-77.42905
"KFC-Charlottesville,VA",,38.05888,-78.49442
"KFC-Chesapeake,VA",,36.82589,-76.40649
"KFC-Chesapeake,VA",,36.8629,-76.40246
"KFC-Chesapeake,VA",,36.77765,-76.26801
"KFC-Chesapeake,VA",,36.71964,-76.23969
"KFC-Chester,VA",,37.35746,-77.41404
"KFC-Chesterfield,VA",,37.3731,-77.50215
"KFC-Christiansburg,VA",,37.1627,-80.42725
"KFC-Clifton,VA",,38.83258,-77.41227
"KFC-Collinsville,VA",,36.72697,-79.91753
"KFC-Colonial Heights,VA",,37.27062,-77.40303
"KFC-Covington,VA",,37.78317,-79.99319
"KFC-Culpeper,VA",,38.46683,-77.99863
"KFC-Danville,VA",,36.61305,-79.40544
"KFC-Danville,VA",,36.59268,-79.40034
"KFC-Dumfries,VA",,38.57345,-77.31647
"KFC-Emporia,VA",,36.68753,-77.55152
"KFC-Exmore,VA",,37.52201,-75.83204
"KFC-Fairfax,VA",,38.86271,-77.29167
"KFC-Farmville,VA",,37.35503,-78.48095
"KFC-Fredericksburg,VA",,38.23435,-77.50217
"KFC-Fredericksburg,VA",,38.2961,-77.49619
"KFC-Fredericksburg,VA",,38.31839,-77.47341
"KFC-Front Royal,VA",,38.91006,-78.18236
"KFC-Gainesville,VA",,38.79211,-77.60997
"KFC-Galax,VA",,36.68848,-80.88477
"KFC-Glen Allen,VA",,37.64916,-77.59958
"KFC-Gloucester,VA",,37.39034,-76.53043
"KFC-Grafton,VA",,37.14576,-76.45806
"KFC-Grundy,VA",,37.27904,-82.09954
"KFC-Hampton,VA",,37.04255,-76.3857
"KFC-Hampton,VA",,37.0257,-76.36521
"KFC-Hampton,VA",,37.04349,-76.35813
"KFC-Hampton,VA",,37.03796,-76.31431
"KFC-Harrisonburg,VA",,38.44168,-78.85462
"KFC-Harrisonburg,VA",,38.431,-78.90869
"KFC-Hayes,VA",,37.27514,-76.49892
"KFC-Hopewell,VA",,37.28136,-77.30522
"KFC-Jonesville,VA",,38.68391,-80.85218
"KFC-Kilmarnock,VA",,37.72087,-76.38576
"KFC-King George,VA",,38.33829,-77.07915
"KFC-Lebanon,VA",,36.90105,-82.07872
"KFC-Lexington,VA",,37.77847,-79.4355
"KFC-Luray,VA",,38.66451,-78.44712
"KFC-Lynchburg,VA",,37.34446,-79.23426
"KFC-Lynchburg,VA",,37.37019,-79.18362
"KFC-Madison Heights,VA",,37.4348,-79.11314
"KFC-Manassas,VA",,38.78853,-77.51402
"KFC-Manassas,VA",,38.74004,-77.47153
"KFC-Marion,VA",,36.8399,-81.50776
"KFC-Martinsville,VA",,36.65609,-79.87706
"KFC-McLean,VA",,38.91966,-77.22593
"KFC-Mechanicsville,VA",,37.61126,-77.34187
"KFC-Midlothian,VA",,37.44286,-77.58288
"KFC-Newport News,VA",,37.15853,-76.55663
"KFC-Newport News,VA",,37.08556,-76.4987
"KFC-Newport News,VA",,37.10558,-76.49399
"KFC-Newport News,VA",,37.07844,-76.46304
"KFC-Newport News,VA",,37.02078,-76.44229
"KFC-Norfolk,VA",,36.86435,-76.28507
"KFC-Norfolk,VA",,36.91579,-76.26931
"KFC-Norfolk,VA",,36.95581,-76.25346
"KFC-Norfolk,VA",,36.88944,-76.23824
"KFC-Norfolk,VA",,36.8671,-76.21113
"KFC-Norfolk,VA",,36.947,-76.27464
"KFC-Norfolk,VA",,36.94202,-76.31058
"KFC-North Tazewell,VA",,37.13462,-81.50512
"KFC-Orange,VA",,38.25208,-78.11445
"KFC-Petersburg,VA",,37.20303,-77.46106
"KFC-Petersburg,VA",,37.18372,-77.3668
"KFC-Poquoson,VA",,37.12481,-76.3967
"KFC-Portsmouth,VA",,36.81058,-76.36529
"KFC-Portsmouth,VA",,36.79484,-76.32771
"KFC-Portsmouth,VA",,36.83614,-76.30862
"KFC-Portsmouth,VA",,36.84355,-76.30351
"KFC-Pulaski,VA",,37.05275,-80.75111
"KFC-Radford,VA",,37.14429,-80.58255
"KFC-Richlands,VA",,37.09436,-81.80243
"KFC-Richmond,VA",,37.52118,-77.61373
"KFC-Richmond,VA",,37.59518,-77.5724
"KFC-Richmond,VA",,37.49868,-77.56921
"KFC-Richmond,VA",,37.63546,-77.54693
"KFC-Richmond,VA",,37.5369,-77.53246
"KFC-Richmond,VA",,37.50361,-77.5142
"KFC-Richmond,VA",,37.50492,-77.47743
"KFC-Richmond,VA",,37.63751,-77.45959
"KFC-Richmond,VA",,37.60197,-77.45055
"KFC-Richmond,VA",,37.46533,-77.44313
"KFC-Richmond,VA",,37.51711,-77.34959
"KFC-Richmond,VA",,37.54055,-77.43341
"KFC-Roanoke,VA",,37.29628,-80.00355
"KFC-Roanoke,VA",,37.22444,-79.98255
"KFC-Roanoke,VA",,37.32074,-79.95438
"KFC-Roanoke,VA",,37.30158,-79.89312
"KFC-Rocky Mount,VA",,37.01918,-79.88888
"KFC-Ruckersville,VA",,38.23044,-78.37082
"KFC-Salem,VA",,37.28849,-80.08768
"KFC-Smithfield,VA",,36.96138,-76.58381
"KFC-South Boston,VA",,36.70319,-78.90725
"KFC-South Hill,VA",,36.7212,-78.11877
"KFC-Springfield,VA",,38.7819,-77.18552
"KFC-Stafford,VA",,38.46,-77.40627
"KFC-Staunton,VA",,38.13423,-79.06395
"KFC-Stephens City,VA",,39.07965,-78.21583
"KFC-Sterling,VA",,39.03495,-77.40942
"KFC-Sterling,VA",,38.99947,-77.40638
"KFC-Suffolk,VA",,36.74274,-76.58377
"KFC-Tappahannock,VA",,37.90229,-76.86732
"KFC-Vienna,VA",,38.9058,-77.26013
"KFC-Vinton,VA",,37.27293,-79.89203
"KFC-Virginia Beach,VA",,36.81828,-76.21691
"KFC-Virginia Beach,VA",,36.85848,-76.17595
"KFC-Virginia Beach,VA",,36.79999,-76.17449
"KFC-Virginia Beach,VA",,36.87227,-76.13386
"KFC-Virginia Beach,VA",,36.81951,-76.12072
"KFC-Virginia Beach,VA",,36.79014,-76.11116
"KFC-Virginia Beach,VA",,36.84131,-76.09007
"KFC-Virginia Beach,VA",,36.78382,-76.00024
"KFC-Virginia Beach,VA",,36.85321,-76.02303
"KFC-Warrenton,VA",,38.72283,-77.80562
"KFC-Warsaw,VA",,37.96123,-76.77567
"KFC-Waynesboro,VA",,38.06528,-78.93311
"KFC-Williamsburg,VA",,37.34484,-76.75732
"KFC-Williamsburg,VA",,37.2904,-76.72261
"KFC-Williamsburg,VA",,37.24687,-76.6581
"KFC-Winchester,VA",,39.2093,-78.17865
"KFC-Winchester,VA",,39.16655,-78.16406
"KFC-Winchester,VA",,39.18572,-78.14288
"KFC-Wise,VA",,36.9692,-82.5976
"KFC-Woodbridge,VA",,38.65429,-77.31005
"KFC-Woodbridge,VA",,38.63736,-77.26909
"KFC-Woodbridge,VA",,38.6734,-77.25478
"KFC-Woodstock,VA",,38.86941,-78.52275
"KFC-Wytheville,VA",,36.94989,-81.08345
"KFC-Barre,VT",,44.21735,-72.53774
"KFC-Bennington,VT",,42.89439,-73.20285
"KFC-Brattleboro,VT",,42.88199,-72.55817
"KFC-Burlington,VT",,44.45407,-73.20856
"KFC-Essex Junction,VT",,44.49634,-73.12463
"KFC-Rutland,VT",,43.59769,-72.97046
"KFC-St Albans,VT",,44.83931,-73.08224
"KFC-St Johnsbury,VT",,44.44593,-72.01579
"KFC-Aberdeen,WA",,46.97745,-123.80459
"KFC-Anacortes,WA",,48.50845,-122.61266
"KFC-Arlington,WA",,48.15015,-122.18396
"KFC-Auburn,WA",,47.31696,-122.22202
"KFC-Battle Ground,WA",,45.7808,-122.55421
"KFC-Bellevue,WA",,47.57685,-122.17197
"KFC-Bellingham,WA",,48.77203,-122.45979
"KFC-Bonney Lake,WA",,47.16806,-122.15427
"KFC-Bremerton,WA",,47.60056,-122.62913
"KFC-Camas,WA",,45.58413,-122.36845
"KFC-Centralia,WA",,46.71763,-122.96048
"KFC-Covington,WA",,47.358,-122.10953
"KFC-Des Moines,WA",,47.36999,-122.30331
"KFC-East Wenatchee,WA",,47.40815,-120.28884
"KFC-Ellensburg,WA",,46.99012,-120.54851
"KFC-Everett,WA",,47.88208,-122.23687
"KFC-Everett,WA",,47.93114,-122.22024
"KFC-Everett,WA",,47.98173,-122.2017
"KFC-Federal Way,WA",,47.30083,-122.36132
"KFC-Federal Way,WA",,47.30081,-122.32943
"KFC-Fife,WA",,47.23683,-122.35693
"KFC-Gig Harbor,WA",,47.30484,-122.57896
"KFC-Issaquah,WA",,47.54194,-122.04432
"KFC-Kennewick,WA",,46.21862,-119.22448
"KFC-Kennewick,WA",,46.20929,-119.15672
"KFC-Kent,WA",,47.38028,-122.23739
"KFC-Kirkland,WA",,47.70514,-122.17598
"KFC-Lacey,WA",,47.03645,-122.82603
"KFC-Lakewood,WA",,47.12151,-122.55432
"KFC-Longview,WA",,46.14437,-122.92772
"KFC-Lynnwood,WA",,47.82108,-122.28771
"KFC-Maple Valley,WA",,47.38757,-122.04188
"KFC-Marysville,WA",,48.06261,-122.17671
"KFC-Monroe,WA",,47.85885,-121.96774
"KFC-Moses Lake,WA",,47.132,-119.27407
"KFC-Mt Vernon,WA",,48.4386,-122.33531
"KFC-Oak Harbor,WA",,48.28847,-122.65907
"KFC-Orchards,WA",,45.66348,-122.56045
"KFC-Othello,WA",,46.81346,-119.17413
"KFC-Pasco,WA",,46.24138,-119.12035
"KFC-Port Angeles,WA",,48.10672,-123.40095
"KFC-Port Orchard,WA",,47.54237,-122.62813
"KFC-Poulsbo,WA",,47.74084,-122.63973
"KFC-Prosser,WA",,46.2202,-119.78907
"KFC-Puyallup,WA",,47.09797,-122.29375
"KFC-Puyallup,WA",,47.14645,-122.29314
"KFC-Puyallup,WA",,47.19342,-122.29234
"KFC-Puyallup,WA",,47.15243,-122.35739
"KFC-Redmond,WA",,47.67858,-122.13098
"KFC-Renton,WA",,47.47429,-122.21533
"KFC-Renton,WA",,47.44346,-122.20271
"KFC-Renton,WA",,47.49992,-122.18228
"KFC-Richland,WA",,46.27405,-119.27372
"KFC-Sammamish,WA",,47.61283,-122.03391
"KFC-Seattle,WA",,47.56398,-122.37634
"KFC-Seattle,WA",,47.66886,-122.37193
"KFC-Seattle,WA",,47.62452,-122.35945
"KFC-Seattle,WA",,47.51276,-122.355
"KFC-Seattle,WA",,47.7715,-122.3462
"KFC-Seattle,WA",,47.72625,-122.34484
"KFC-Seattle,WA",,47.46674,-122.33403
"KFC-Seattle,WA",,47.51976,-122.26479
"KFC-Seattle,WA",,47.55618,-122.28791
"KFC-Shelton,WA",,47.20732,-123.10117
"KFC-Silverdale,WA",,47.65921,-122.68636
"KFC-Snohomish,WA",,47.9264,-122.09779
"KFC-Sunnyside,WA",,46.32537,-119.99516
"KFC-Tacoma,WA",,47.27199,-122.51575
"KFC-Tacoma,WA",,47.2226,-122.47673
"KFC-Tacoma,WA",,47.25576,-122.46332
"KFC-Tacoma,WA",,47.12486,-122.43504
"KFC-Tacoma,WA",,47.18386,-122.43421
"KFC-Tacoma,WA",,47.15133,-122.50424
"KFC-Tacoma,WA",,47.17886,-122.53924
"KFC-Toppenish,WA",,46.37473,-120.3203
"KFC-Tukwila,WA",,47.46803,-122.28727
"KFC-Tumwater,WA",,47.00188,-122.90947
"KFC-Vancouver,WA",,45.67839,-122.65955
"KFC-Vancouver,WA",,45.63812,-122.64414
"KFC-Vancouver,WA",,45.62378,-122.58737
"KFC-Vancouver,WA",,45.61786,-122.52747
"KFC-Walla Walla,WA",,46.06434,-118.34769
"KFC-Wenatchee,WA",,47.43596,-120.32243
"KFC-Woodinville,WA",,47.75154,-122.15263
"KFC-Yakima,WA",,46.59825,-120.56213
"KFC-Yakima,WA",,46.59859,-120.5147
